Id,a,b,c,d,e,f,g,outcome
26786,-0.647493139,-0.01993101,0.614983086,-0.891895009,0.328609763,-0.048142157,0.265539846,-0.022345884
26787,-0.794857875,0.735066971,0.41642324,0.535139452,-0.659995364,-0.360525776,-0.509191431,-0.9044909
26788,0.786302751,0.364125538,0.453815396,0.222578176,0.537944736,-0.427306657,0.856898488,2.380337732
26789,-0.673625074,-0.759686651,0.787125994,-0.772091551,0.410850879,-0.613413992,0.976878069,0.10013524
26790,-0.211363095,-0.370512029,0.125030999,0.073454079,-0.484635879,-0.659010248,0.72261644,-0.857619754
26791,0.328889444,0.677241747,-0.851434638,0.60839934,-0.69015838,0.137157135,0.629455384,0.457573153
26792,0.134291646,-0.618268896,-0.8148747,-0.837727238,-0.709422146,-0.995025705,-0.016131448,0.396934437
26793,0.343318305,-0.361568947,0.310878814,0.487597558,-0.257745755,0.380370507,-0.854882947,-22.87148854
26794,-0.17008249,-0.544597177,0.452638304,-0.227319159,-0.442482031,-0.334484633,-0.781816001,0.337410516
26795,-0.537589436,0.407738717,0.017316048,0.15014675,0.814080592,-0.002844246,-0.173077769,-0.73991513
26796,-0.506290306,-0.213884112,0.553330338,0.847179646,0.83987799,0.261127271,-0.231633788,0.44828438
26797,-0.351827211,0.243444384,0.880239472,-0.069562368,-0.522111008,0.946795201,-0.6179855,0.570870738
26798,-0.887244472,-0.128635395,-0.664350181,-0.078643736,0.748440021,0.410128327,0.869007941,2.417126607
26799,0.556160193,0.69442002,0.886711626,0.432704814,0.210630637,0.705133274,0.797978622,0.032410248
26800,-0.464698625,0.307310938,-0.70333828,-0.172301201,0.317730989,0.827494738,0.189850898,-2.179787769
26801,-0.538035313,0.166622456,-0.38007707,-0.408887419,-0.636093591,-0.191850697,-0.791044232,-2.269417193
26802,-0.443015658,0.320018395,0.784746935,-0.718051815,0.556509579,-0.246553957,-0.915873,-0.461467351
26803,-0.490326564,-0.501185237,-0.48805335,0.944352861,-0.3669146,-0.91189244,0.617722603,-180.6724943
26804,0.06200527,-0.155308395,0.609680656,-0.120899515,-0.576902098,-0.487766305,0.161902769,-0.607034602
26805,0.164644975,0.939113445,0.028897713,-0.48533288,0.579081831,-0.229129009,-0.615908464,8.606011205
26806,-0.527964804,0.108569509,0.013029624,-0.910125678,0.236938411,-0.941837073,0.616929016,-1.941621811
26807,-0.481925655,-0.406558285,-0.317309374,0.53791587,0.286342879,-0.829943919,-0.78038187,-2.57195479
26808,-0.455975718,-0.621955305,-0.37250748,-0.998009575,0.296096313,0.469023182,-0.264507494,13.07058254
26809,0.524466134,-0.484220011,0.870552476,-0.391442691,-0.092907117,-0.133452347,0.141581259,1.013526457
26810,-0.404279491,0.454133908,0.882150871,0.416762253,-0.436902021,-0.412802984,-0.122424874,-0.673908917
26811,0.638802934,0.033764286,-0.531168211,0.355842074,0.760762734,0.268282343,-0.923600971,-0.200447727
26812,-0.608632707,-0.864330215,-0.165542944,-0.883048918,0.700303882,0.517437188,-0.859191737,3.118481892
26813,0.295174048,0.046037026,-0.716771398,-0.552298455,-0.276724616,-0.541322782,0.481563743,0.580426356
26814,-0.729188349,-0.555860635,-0.607039027,0.016991004,0.303374203,-0.665721805,-0.045909567,-0.899400569
26815,-0.905092195,-0.723221027,0.038930764,-0.282458562,-0.185826166,0.686894702,-0.964783911,1.493730333
26816,0.791432729,-0.446603656,-0.56312949,-0.99855798,0.174885163,0.249810366,-0.051835683,-0.514124794
26817,0.890570488,-0.31370961,-0.770779956,-0.264455149,-0.391705382,-0.929392528,-0.902217863,0.37059184
26818,-0.731428544,-0.866310512,0.969590366,-0.381710951,-0.701241438,-0.5523132,0.987981353,0.184593663
26819,-0.93385355,0.463835512,0.949362438,0.154409644,0.573490896,0.799386342,-0.71596313,0.178179684
26820,0.811336397,-0.76726451,0.88018878,-0.286323595,0.399690053,0.13323304,0.172564203,13.07866941
26821,0.129115023,0.505871397,-0.561728099,0.078478012,-0.775992626,-0.475071096,-0.735457654,1.419920763
26822,-0.281194071,0.570442906,0.639365255,0.11074214,-0.340432039,-0.521817946,-0.941406365,-1.186518696
26823,-0.003121203,-0.287135726,-0.441604867,0.4676458,-0.183480809,0.227866818,-0.339292391,-1.174507939
26824,0.832018312,-0.699516103,-0.956515727,-0.276574731,0.590290927,0.40618278,-0.553482318,-0.618215174
26825,-0.629665854,0.592492549,0.712416255,0.906188729,-0.649636604,0.603228734,-0.391258007,0.007999649
26826,0.543873742,-0.333430373,0.828559171,-0.346208274,0.16924225,-0.701632695,0.386662832,-1.293365534
26827,0.802322607,0.802122722,0.30646561,-0.065025224,-0.001973492,-0.971048086,-0.730740854,3.575972146
26828,0.487494283,0.511159829,-0.958927056,-0.652304991,0.143575782,0.260129005,-0.317286637,0.173553042
26829,-0.076803495,0.636603287,-0.485737124,0.548996183,0.075928068,-0.464940535,0.397695173,2.693698303
26830,-0.883431861,-0.172024065,-0.524228768,0.27989709,0.525888156,-0.043371632,0.030514477,0.358160703
26831,0.514637623,0.28640806,-0.48520712,0.682555623,-0.471858824,-0.465475576,-0.178083182,0.75200039
26832,-0.160403068,-0.307756396,0.36148504,-0.660826906,0.262842029,-0.750056728,-0.713859498,-0.847500307
26833,0.342071209,-0.385812721,0.592306682,0.737386007,0.539129614,0.895954601,0.163506234,5.122244677
26834,-0.830863001,-0.08462708,-0.251872837,-0.831090599,0.830195776,0.112203066,-0.248070567,0.339954213
26835,0.74362895,0.952839146,-0.727452507,0.733671682,-0.875984629,0.276565428,0.640825305,0.459711945
26836,-0.393852186,-0.666879223,0.772419765,-0.522962631,-0.505235252,0.187673709,0.899862239,0.732721842
26837,-0.799903159,-0.040795461,0.932787289,0.533727573,0.836596237,-0.551129688,0.739448112,-0.294532833
26838,0.150322642,-0.180201275,-0.91151526,0.781076173,0.43438825,-0.974019306,0.668192226,0.747588713
26839,0.499346111,-0.387621594,-0.368342298,-0.312320761,-0.489178242,-0.127885814,0.996099923,-0.299342226
26840,-0.234367997,0.2981698,-0.352359136,0.053446915,0.526314343,-0.765862058,0.377512258,9.01789634
26841,-0.481997472,0.90108928,0.686766397,-0.246024135,0.224954672,-0.788244654,0.178014839,-1.445402256
26842,0.288981394,-0.928013948,-0.578584283,-0.545994387,-0.493972355,-0.092320665,-0.544835019,-0.963262269
26843,0.372500121,-0.66190436,0.140092282,-0.028522111,0.538642811,-0.740492056,0.881041676,0.338145635
26844,-0.260919541,-0.26641234,0.608271642,0.06913359,-0.134972387,0.079451812,0.583560756,0.397914934
26845,-0.033108868,0.401330168,-0.073984078,-0.544968725,0.468259145,-0.241246614,0.399559755,15.7204523
26846,0.117273075,0.174746115,0.744883281,0.043932457,0.267645128,-0.395724497,-0.192647548,-0.908956875
26847,0.573762758,-0.672898782,-0.276219195,-0.405715151,0.837383384,0.388486483,0.318817368,-1.24871506
26848,-0.371969548,-0.363122093,0.327425825,0.440861079,-0.735736557,0.841966289,-0.725915445,1.723043114
26849,-0.811109289,0.691660047,-0.897224365,-0.761180492,0.123422524,-0.515113765,0.111606417,14.01350225
26850,0.44323465,-0.567805851,-0.133805452,-0.920510863,-0.606449622,-0.628008245,0.57667751,0.104329653
26851,0.873146392,0.232560993,0.690849692,-0.114637413,-0.955816864,0.484572872,0.538343261,-1.382426996
26852,0.732954219,0.046795313,-0.247979496,-0.251561386,-0.337349907,0.11389604,-0.50304967,-0.068404955
26853,-0.23503588,-0.105746756,0.326558658,-0.807901954,-0.896049489,0.019503557,-0.593980289,0.22302623
26854,0.452382731,0.906978779,-0.304454316,-0.04101705,-0.809672013,-0.270345917,0.12221202,1.555585447
26855,-0.254613486,0.330416959,-0.050292714,-0.741270031,0.54664924,0.600779887,-0.605099718,1.323227811
26856,0.310208888,-0.295463347,0.503851365,-0.352511474,0.314211613,-0.055532541,0.688158864,1.239040159
26857,-0.801483613,0.888149452,-0.730962002,0.289629295,-0.147690682,-0.644196509,-0.994843553,-21.72874297
26858,-0.269267323,-0.775088257,-0.869834354,-0.310133414,-0.455940605,-0.973866734,-0.236128917,0.330984664
26859,0.167182723,0.388531554,0.046589435,-0.884683093,0.500434857,-0.77933375,-0.415800262,9.684330899
26860,0.265116046,-0.296234078,-0.823259432,0.271439456,-0.942777894,-0.998621344,-0.274339996,0.645353814
26861,-0.806227398,0.254062343,-0.09962177,-0.936457254,-0.469309374,-0.682220784,0.457987767,-1.325043404
26862,-0.492548418,0.703541917,0.130552153,-0.304122853,-0.719916508,0.590222617,0.612788558,-0.18186358
26863,0.540911284,0.138647049,0.082856757,-0.823232482,-0.570571453,0.416117185,-0.658056309,-0.605757873
26864,0.331717068,0.740262807,0.564262963,-0.430202868,0.299757836,-0.185113844,0.963579909,-3.979329117
26865,0.244623763,0.885165021,0.740396605,-0.12632101,-0.842002414,0.946921823,0.090134035,0.12456673
26866,-0.912844455,-0.98128383,0.150306183,-0.596119012,0.968958333,0.769778159,0.880607789,1.647049747
26867,0.53061831,-0.419197935,0.167637482,-0.165190162,0.600746206,-0.067094789,0.003685252,-0.970032351
26868,-0.307908092,0.97744362,-0.883559638,0.04810325,-0.657886111,-0.614428655,-0.305764484,2.76534005
26869,-0.039387956,0.917860444,-0.009209385,-0.644112925,-0.523240095,0.180521193,-0.374480576,-24.43254373
26870,0.312035635,-0.603610003,0.146079838,0.221088893,-0.746783163,0.497345924,0.787780007,-6.634031153
26871,-0.622214593,0.122842686,0.21822041,-0.501391031,0.387917439,-0.935059812,0.169483905,-1.258755876
26872,0.563119112,0.865399754,-0.707669633,-0.443179126,0.093293085,-0.601145224,0.135800761,1.154043096
26873,-0.492310074,0.835262384,0.228282606,-0.798661391,-0.751802672,0.401653868,0.59497781,-0.601738719
26874,-0.773468112,0.939891134,-0.123865324,-0.443292207,-0.359484836,0.151972948,-0.747028999,-1.212923036
26875,-0.494783322,0.392660483,0.675849631,0.043794844,0.025399555,0.158790602,0.961940726,-0.199780708
26876,0.241393352,0.364024459,0.992568885,0.855618651,0.460228555,0.535746724,-0.022223939,0.22860471
26877,-0.045693096,-0.19360022,0.857617261,0.738707702,-0.267362751,0.918319754,0.505690418,1.23093903
26878,0.828849865,0.699135967,-0.883093252,-0.856397593,-0.609014818,-0.830391602,-0.916987726,0.893445322
26879,0.099265655,0.121794539,-0.797671075,0.855689571,-0.13774955,0.454843902,0.184925764,-0.37131868
26880,-0.824125164,-0.152006968,-0.045848401,0.64435383,0.161793167,0.91669385,-0.723490553,1.373162954
26881,0.121543394,0.006713939,-0.833528654,-0.875367217,-0.15054716,0.051481334,0.702783331,-0.046873318
26882,0.240235212,0.916028393,0.881077409,-0.081522172,0.631225173,0.911939299,0.400309611,-0.006380812
26883,0.947892147,0.904921863,0.985346299,-0.575139854,-0.074981325,0.233583569,0.245143753,-17.92426925
26884,-0.466365784,0.475796925,-0.668210535,-0.523717702,-0.787135569,0.637999408,0.561504952,-0.803600207
26885,0.131594267,-0.337993324,-0.197557381,-0.704696011,-0.452800362,0.020450361,-0.272080243,-1.088992527
26886,-0.505440799,0.828635533,0.857176507,-0.489590214,-0.130530584,0.157797249,-0.558061087,-0.492315987
26887,-0.335712077,0.193075644,0.157910741,0.464743749,0.953245146,0.98462817,-0.598592761,1.60355741
26888,0.34752636,0.742782152,-0.07216121,0.754482954,0.476131493,0.09977157,0.278056805,1.532117287
26889,0.179433065,-0.880863285,0.263163636,-0.244553377,0.543093802,0.159345917,-0.062880766,12.42329042
26890,-0.050901064,0.621409067,0.726889936,0.194020856,-0.900272155,0.405277021,-0.35519133,-0.277879335
26891,-0.445702499,-0.685058026,-0.939949242,-0.596510752,-0.763354729,-0.150552474,0.189388089,-1.081454879
26892,0.75849039,-0.292486422,-0.132169445,0.922279971,0.586238658,0.820086828,0.692793019,-1.249156196
26893,-0.235804283,-0.270782212,-0.194287734,0.00414548,-0.173232649,0.432379085,0.047589348,16.93689187
26894,0.618711453,-0.611310763,-0.573781147,-0.6702211,0.933444009,-0.611780022,-0.946446531,0.000393511
26895,-0.713742312,-0.320941804,-0.935360795,0.721705117,0.418439483,0.391250134,-0.823162166,-3.21359449
26896,-0.635782691,-0.409349035,0.418348573,-0.333827404,0.219676526,-0.86187929,-0.576585123,-0.42929213
26897,0.184697517,0.275423011,0.253426947,-0.545638077,0.492561031,-0.00528717,-0.256327566,-4.084279226
26898,-0.563301802,0.593977413,-0.726011918,0.600919791,-0.129555824,0.507055527,-0.183371891,0.534213163
26899,-0.088756102,0.173976895,0.661574283,0.453021357,-0.504906468,0.650793501,0.429080969,0.635475539
26900,-0.126438422,0.785993801,-0.579595635,-0.649698696,-0.565797494,0.409083266,0.534933851,0.83174343
26901,-0.559376308,-0.283124361,-0.682310325,0.105222418,0.049629121,-0.67492755,-0.169521946,3.187101484
26902,0.215290409,-0.723431301,-0.767695476,-0.328310186,0.247954968,0.861761984,0.0362585,-1.612630771
26903,-0.477527371,-0.90523875,0.98978808,0.193205719,0.779080063,-0.038401221,0.739650372,0.590764262
26904,0.641862508,0.82454509,-0.229289156,0.946014982,0.082611705,-0.651169222,0.911781375,1.693980938
26905,-0.49847629,0.245813211,0.976691636,0.264215595,-0.714512963,0.922006399,0.603273225,0.458383873
26906,-0.326837668,-0.857339735,0.175703472,0.248602863,0.978395042,-0.753217396,0.106638666,0.207191671
26907,-0.430842107,0.153112135,-0.374808345,0.413346829,0.508926901,-0.141651992,-0.209545787,-5.260473571
26908,0.847518108,-0.072456571,0.146311012,-0.983034631,0.068192083,-0.357187991,-0.961541761,0.406058955
26909,0.022275737,-0.241806046,-0.580943872,0.417284775,0.054836086,0.10057295,0.349632715,-0.567585984
26910,0.816111636,-0.408919251,-0.274177019,-0.778605621,-0.054749644,-0.678441468,-0.361844108,0.247202624
26911,0.089173253,0.52181471,-0.510470433,0.635808822,0.304014401,0.752815645,0.451668438,-0.385230331
26912,-0.469442423,-0.528215934,-0.462765274,0.426043508,-0.903787347,-0.587239387,0.567648172,-8.839618386
26913,0.060315571,-0.651853639,0.386137861,-0.941083005,-0.224468145,-0.345268088,-0.605381363,0.940959413
26914,-0.895652774,-0.937251414,-0.479959393,0.218939556,-0.62344881,-0.711980525,0.654224549,0.541915987
26915,-0.850188661,-0.90357998,-0.060041924,0.256851535,-0.274518363,-0.00850752,-0.143782255,1.132792706
26916,0.80096756,-0.551828273,-0.343957786,-0.427166445,0.683112217,0.707327552,-0.789323508,-1.099771116
26917,0.800308778,0.63490061,0.343534244,-0.535110777,-0.510496616,-0.809854396,-0.651288172,3.162949988
26918,-0.902360461,0.664491161,0.120695445,-0.060222767,-0.260757149,-0.308427494,0.061038726,-0.950992659
26919,-0.339360623,0.604376587,0.577364391,-0.104464432,-0.343353282,-0.610691555,-0.998289846,-1.325444516
26920,0.891389226,0.217542729,-0.106527664,-0.021844657,-0.28464332,-0.462613998,0.013327879,0.681576526
26921,-0.632798144,0.95570024,0.958934139,0.527210693,-0.341026515,0.981188398,-0.179655207,0.016012843
26922,-0.566352985,-0.938136298,-0.675782536,-0.120593664,-0.8438734,-0.935966469,0.810962444,-0.019828552
26923,-0.078162914,0.542929836,0.463674521,0.666567093,0.45973723,-0.388535468,-0.768029998,-1.719086285
26924,0.115055656,-0.815994605,-0.877076566,0.781234482,-0.124034376,0.644988128,-0.023451956,-1.472568576
26925,0.311083723,0.277788893,0.286329969,-0.20420042,-0.430393969,0.097090384,0.122198634,7.299842681
26926,-0.862505342,0.866332569,-0.780460632,-0.773450687,0.802378051,-0.782902369,-0.706923721,-20.10166101
26927,-0.16264553,0.775500608,0.03724853,-0.899713986,0.22575278,0.529420518,0.644167714,-1.23105254
26928,0.862577153,-0.545196377,0.982290267,0.284845995,-0.946333522,-0.793881042,0.314481728,-2.077338529
26929,0.868880088,0.208846802,0.305980272,-0.316578155,0.170765896,0.229310173,0.583533538,-0.036353486
26930,-0.658919336,0.952762658,0.053433319,-0.001919552,0.656264885,-0.302916463,0.519904941,-1.762721191
26931,0.709842648,-0.207823785,0.422351415,-0.878129246,-0.446309467,-0.347294565,-0.549596953,0.485130548
26932,0.542522082,-0.552303593,0.397271817,-0.869998803,0.290107596,-0.278623748,-0.493588406,-1.884195148
26933,-0.369834486,-0.192756499,-0.312897165,-0.888603352,0.879197302,0.760355805,-0.360124838,16.739676
26934,-0.200815732,0.430541465,-0.571001519,0.344466668,0.723636932,-0.976256574,0.983374701,3.800248649
26935,0.977429096,-0.736566161,0.385033199,0.566779512,-0.084003154,-0.720492272,0.903384008,-0.027133693
26936,-0.137099879,0.703839158,0.019002297,-0.389094196,0.692704757,0.906779652,-0.832192472,1.300049107
26937,-0.822613331,0.830829326,-0.015299355,-0.583156956,-0.340653624,-0.559500993,0.267826884,-1.72216803
26938,0.994327496,-0.042057108,-0.548009374,-0.943536913,0.016775242,-0.276499791,-0.16332027,0.152004849
26939,0.738543635,-0.286890758,-0.940148172,0.234340588,0.746690286,-0.34639045,0.800844725,0.035444083
26940,0.585935565,-0.432975413,-0.424733382,-0.675603705,0.91956451,-0.744905907,-0.271433091,0.308637655
26941,0.436166147,-0.993072015,-0.220039153,0.92094062,0.057620683,-0.204645152,0.509521041,-1.201494202
26942,0.905075577,-0.503082491,-0.17227525,-0.877252777,-0.516277698,-0.418730005,-0.237336322,-0.07829621
26943,-0.279875302,-0.763924534,0.258589595,0.459927789,-0.162234149,0.591495435,-0.210641519,2.517192811
26944,0.490336216,-0.792234074,0.925140458,-0.218764441,-0.767098281,-0.673639086,0.022482239,0.272754902
26945,0.855322939,0.884359624,-0.308583541,0.054333392,-0.566016871,0.410333767,0.284366447,0.407271431
26946,-0.409880744,0.208881525,0.241508888,-0.103397538,-0.123041797,0.358137668,0.344338033,0.229134969
26947,0.710873088,-0.284938691,-0.303714621,-0.662375857,0.207413478,0.158943668,-0.696002173,-0.437500233
26948,-0.698374298,0.612894612,-0.876968855,0.643042866,-0.412147445,-0.702879683,0.199485615,7.367381813
26949,0.338589601,-0.554493333,0.718461201,0.395412608,-0.042438556,0.746422231,0.846631636,3.424619171
26950,0.382682587,0.263228103,0.502184801,0.739121641,-0.99029073,0.106053672,-0.010847871,-1.315242837
26951,-0.274220604,0.249215897,0.344951787,-0.348724159,0.430218409,-0.802918623,0.351514928,-1.699259424
26952,-0.559481112,0.755402197,-0.298910405,0.715871923,0.375853152,-0.030417813,0.837964444,-3.015764964
26953,-0.422126522,-0.0492074,0.079018564,-0.159442302,-0.149410444,0.548824518,0.984024812,1.193330903
26954,-0.424091954,0.237104413,0.01395852,-0.718425717,-0.015255638,0.70912125,0.236358289,1.07753984
26955,0.245889242,-0.262601009,0.818320606,-0.529769618,0.76328306,0.272113071,-0.114130067,0.934110381
26956,0.112215203,0.401551022,0.076113904,0.889598149,-0.59323369,0.352353424,0.265467567,1.362765305
26957,0.848641771,0.039891369,-0.091608423,-0.430906449,0.550921892,-0.998032576,-0.589904399,1.103880596
26958,-0.370177975,-0.368818756,-0.905978763,-0.455785438,-0.097978155,-0.034740881,-0.098163466,-0.623511356
26959,-0.687303645,-0.658258947,0.498221462,0.68216133,0.071004395,-0.895925775,-0.232709747,-0.200473888
26960,-0.137934774,0.147553802,-0.342093571,-0.968849339,-0.839568532,-0.311116563,-0.958527959,2.246635323
26961,-0.17898263,-0.66358851,0.94674599,-0.058075986,-0.069631447,-0.21452669,-0.615530352,0.398907704
26962,0.76627086,0.00833593,0.995156581,-0.823632772,-0.100027737,0.128848659,0.390295184,0.526519209
26963,0.242722153,0.22659922,-0.140943113,-0.669981224,-0.77768515,-0.919022958,-0.192987747,2.985993995
26964,0.494113738,0.038208376,0.388523088,-0.837739709,-0.720225779,-0.377234266,0.66385041,3.934464298
26965,0.411657915,0.950859531,-0.10323911,0.982363049,-0.78025974,-0.075682217,-0.050476574,1.993683589
26966,0.75118669,-0.180686532,-0.824188359,0.807938085,0.994781509,0.444061107,0.783188494,-0.396570734
26967,0.145416727,0.315239842,-0.896569867,-0.57786288,0.949330776,0.547161319,-0.844247733,-0.222576258
26968,0.216436249,0.081972904,0.673836578,0.612911329,-0.958240947,-0.451067013,-0.494223653,-1.165368461
26969,-0.786080186,0.128219271,0.893639498,0.897329939,-0.103984195,-0.465413053,0.146475544,-0.353411542
26970,-0.530952703,-0.179570165,-0.028056939,0.790555722,0.198928833,-0.072092621,0.29295925,0.213717339
26971,-0.415541794,0.660741215,0.388469059,-0.089882709,0.496927455,-0.214314788,0.423834642,-1.088363421
26972,0.714599025,0.336472979,-0.03036293,-0.314706103,0.835891682,0.269735071,0.510136619,0.08958566
26973,-0.901570501,0.555147956,0.211058138,-0.503064769,0.653731565,0.912173859,0.202293202,0.320885056
26974,0.083272824,0.256163981,-0.587364288,0.346567682,0.907258809,0.423109572,0.68196803,-0.248935807
26975,0.147701878,0.779294425,-0.861921413,-0.93211592,0.532573278,0.03660616,0.293708508,0.735609282
26976,-0.487552928,-0.708550297,-0.580380101,0.066235465,-0.186329926,0.18041736,0.301391209,-9.576588756
26977,-0.093531074,-0.599535302,-0.718423941,-0.115643086,0.691462564,-0.897055413,0.813445159,0.476113789
26978,0.769396827,0.57209165,0.207329724,-0.519273148,0.366970251,0.141227155,0.096362085,0.766571273
26979,0.965569932,-0.538521826,0.321461717,-0.848439579,0.798171761,-0.310476243,0.230188225,-0.354048554
26980,-0.592733432,-0.679325148,-0.210003604,0.143709679,0.819006436,0.64692362,-0.196234357,3.465234923
26981,0.397625029,-0.987175802,0.545225093,-0.213791583,-0.810262644,-0.219958173,0.49846514,5.197949139
26982,0.917625749,-0.724035551,0.09171312,0.904186508,-0.175066845,-0.204120228,0.574737321,-0.629504023
26983,0.501368889,0.799208882,-0.825426954,0.158517354,-0.524137292,0.175968409,-0.80442491,0.469733513
26984,0.250101706,0.802619693,0.481332225,-0.274456316,0.143561338,0.066133038,0.052601417,-3.185075473
26985,-0.967227187,-0.937263387,0.07468075,-0.51368007,-0.345751647,-0.199808432,-0.011994261,0.707792818
26986,-0.699384983,-0.334180057,-0.964127432,-0.892238448,0.624878077,-0.136182234,-0.411511432,-0.747888462
26987,0.502233878,-0.653322594,0.022376841,-0.842006163,-0.855704142,0.488788996,0.913861868,-2.380108035
26988,0.817142965,0.697013736,-0.648134701,0.077939831,-0.506924406,0.842634729,-0.123799088,-0.099381159
26989,-0.508033547,0.106386828,-0.23605064,-0.576236248,0.985392011,-0.456717434,-0.454487928,-2.070366363
26990,-0.486348686,0.344384818,0.407278302,-0.696043103,0.915650572,0.395135761,0.732075659,0.056792088
26991,-0.288483594,-0.444458151,-0.221190498,0.806374544,0.645184086,-0.256206542,0.138085819,2.797487681
26992,-0.604451132,0.884772818,0.897052798,0.854243742,0.235568052,0.840929423,0.748262158,-0.029199654
26993,-0.057863242,0.124555457,-0.419573941,-0.597728724,0.178071138,-0.304774468,-0.096794628,1.186942844
26994,-0.232368978,-0.282767053,-0.742649905,0.04406862,-0.308343309,-0.705821431,-0.990270685,0.829061712
26995,-0.629424093,-0.894388701,0.051403684,0.965393981,0.825167352,-0.415031581,-0.999379459,0.704079853
26996,-0.569699352,-0.919121367,0.196346119,-0.617233428,0.486271914,0.88562484,-0.105198677,2.355925694
26997,-0.692622892,0.5722343,0.002401957,0.144871699,-0.241530022,0.733447251,-0.047938199,0.231952788
26998,0.278342046,-0.682483763,-0.274649017,0.428910967,0.87204906,0.201702627,0.724972738,-1.598916237
26999,0.137761018,0.781009215,0.754057522,0.707856401,-0.847833001,-0.419103724,0.372837052,-1.947297982
27000,-0.406848666,0.069210155,0.572941036,-0.033841611,0.033922878,-0.341810245,-0.304621963,-0.419498592
27001,0.916954586,-0.59514433,0.411603514,-0.633953035,0.322414781,0.959228418,-0.742946747,-3.075827548
27002,-0.054997257,-0.089620152,0.22769714,0.309543741,0.779940296,0.873982705,0.755099559,3.408637984
27003,0.1241879,-0.304327852,-0.473982271,-0.259554015,-0.260344158,0.910914147,-0.694613732,-2.031599133
27004,0.900871078,-0.418579725,-0.872306274,0.390480177,0.723249218,-0.938154091,-0.79748988,0.293018838
27005,0.723052131,-0.271911883,-0.61907529,0.405918348,-0.416735559,-0.344231961,-0.590151463,0.053884659
27006,0.348409023,0.756793393,0.712587912,-0.601056984,-0.302825641,0.299703943,0.761810505,-1.255123412
27007,-0.849048857,0.812494788,0.155128074,0.398472684,0.690295446,0.911262375,-0.649549405,0.098356758
27008,-0.459278765,-0.706331452,-0.64928233,-0.130277535,-0.865761612,0.381475258,0.880254047,-5.725191062
27009,0.015762624,0.063600608,0.872348972,0.632294429,0.884805945,-0.251656934,0.152725162,-0.368039419
27010,0.532145527,-0.052002262,0.895682799,-0.626386394,0.208695257,-0.753924643,-0.285638464,-1.9308127
27011,0.490340395,-0.788916025,0.174823123,-0.238076145,-0.209278527,0.264435033,-0.175182339,-3.338489373
27012,0.507729694,0.502877542,0.320998775,0.493114067,0.142206436,0.237968494,-0.253182013,1.418667296
27013,0.367113212,0.265969696,-0.528814453,-0.407542499,0.787607161,0.964164742,-0.372341779,-0.779298456
27014,-0.217725098,-0.9282686,-0.814992782,0.578022823,-0.398053573,0.503314864,-0.584013688,-2.396887532
27015,-0.951686361,0.767079429,0.145905717,0.067606023,0.044774423,0.897324139,0.809528699,0.118664039
27016,0.866655349,-0.027166177,0.118296583,0.999826176,0.073148537,0.731980967,0.59519904,-1.014416052
27017,-0.952035851,-0.695274753,0.338241298,-0.067413125,0.420378596,-0.845197134,0.606858995,-0.116193937
27018,0.583814425,-0.033104939,0.021432993,-0.238611959,0.93771328,0.104516436,-0.371618169,-0.244711804
27019,0.690799281,-0.969698471,-0.87180957,-0.418955355,-0.198019186,0.71115022,-0.305661469,-1.075668226
27020,0.235325774,0.074915387,-0.125211717,-0.692101868,0.050286715,-0.166368206,-0.059639895,0.669233018
27021,0.110170987,0.771827846,0.219748412,-0.628323127,-0.173717408,-0.352696819,-0.198138699,-10.26237541
27022,0.236564074,0.385758494,0.421485438,-0.160444234,-0.477514388,-0.639023528,0.513437334,-5.541717856
27023,0.970945875,0.890676668,-0.644752217,-0.388905241,-0.718615531,0.134429939,0.619750726,0.468061906
27024,0.766993493,-0.973656361,-0.225283773,0.008882705,0.230016743,-0.836259638,-0.605939108,-0.138466061
27025,0.018797155,-0.176770061,0.714517486,0.104073866,0.874897336,0.276063624,0.293269784,0.650884651
27026,0.813189794,0.456980673,0.396900672,-0.329335217,-0.875042264,0.261602327,0.894721856,0.469333296
27027,0.035693637,0.644506897,0.88289723,0.43663384,-0.932261559,-0.352585727,0.356750424,-1.176922091
27028,-0.053180161,0.646775959,0.949847176,0.377483072,-0.137904778,-0.719390459,0.960000762,-1.362043055
27029,-0.912982791,-0.647245944,-0.058682163,-0.114600071,0.844174058,-0.577175769,-0.175005859,0.082020512
27030,0.17331422,-0.193374039,-0.213044446,0.66998918,-0.755284075,-0.642658455,-0.327398717,1.16286874
27031,0.608598741,-0.029373685,-0.511354912,-0.095531582,-0.776203102,-0.195078085,0.288190753,0.14795648
27032,-0.076332194,-0.678014487,0.461505571,-0.785781133,-0.671402434,-0.830550505,0.412644676,-0.283609721
27033,0.197797444,0.882312896,0.106686551,-0.601267413,-0.746491713,-0.177795604,0.643887151,11.63536509
27034,0.461436847,-0.998822892,0.583112609,-0.186105144,0.841726662,-0.033206848,0.975344788,7.935977025
27035,0.904264215,0.035410379,-0.896086632,0.502959205,0.86379326,-0.668318507,-0.268923059,0.390884303
27036,0.82436588,-0.232407774,0.772874277,-0.90665605,-0.647585524,0.513411184,-0.87662317,-14.4842833
27037,-0.528462025,-0.800089465,0.791862921,-0.806256781,0.032638745,0.536176283,0.129353203,1.012073393
27038,-0.426115673,0.341901417,0.983902293,-0.724780399,0.083769601,-0.200118476,-0.074605648,-0.384406373
27039,0.323116762,-0.036216622,-0.993867837,0.493555454,0.194613999,0.513170902,-0.572944142,-0.417155618
